file,line,column,severity,pattern,snippet,suggested_fix
portal.html,170,3,P1,padding-left,padding-left:16px;padding-right:16px;,padding-inline-start
portal.html,170,21,P1,padding-right,padding-left:16px;padding-right:16px;,padding-inline-end
portal.html,176,18,P2,ascii-box-drawing,/* ── Page Title ─────────────────────────────────────────────────────── */,render as <table>/<svg> instead; ASCII art doesn't mirror
portal.html,185,18,P2,ascii-box-drawing,/* ── Stat Cards ─────────────────────────────────────────────────────── */,render as <table>/<svg> instead; ASCII art doesn't mirror
portal.html,210,21,P2,ascii-box-drawing,/* ── Quick Actions ──────────────────────────────────────────────────── */,render as <table>/<svg> instead; ASCII art doesn't mirror
portal.html,226,25,P2,ascii-box-drawing,/* ── Bottom Navigation ──────────────────────────────────────────────── */,render as <table>/<svg> instead; ASCII art doesn't mirror
portal.html,228,27,P0,left-positioning,position:fixed;bottom:0;left:0;right:0;z-index:100;,inset-inline-start
portal.html,228,34,P0,right-positioning,position:fixed;bottom:0;left:0;right:0;z-index:100;,inset-inline-end
portal.html,246,24,P2,ascii-box-drawing,/* ── Cards / Sections ───────────────────────────────────────────────── */,render as <table>/<svg> instead; ASCII art doesn't mirror
portal.html,259,14,P2,ascii-box-drawing,/* ── Badges ─────────────────────────────────────────────────────────── */,render as <table>/<svg> instead; ASCII art doesn't mirror
portal.html,273,18,P2,ascii-box-drawing,/* ── List Items ─────────────────────────────────────────────────────── */,render as <table>/<svg> instead; ASCII art doesn't mirror
portal.html,285,41,P1,margin-left,.list-item-actions{display:flex;gap:8px;margin-left:12px;flex-shrink:0},margin-inline-start
portal.html,287,15,P2,ascii-box-drawing,/* ── Buttons ────────────────────────────────────────────────────────── */,render as <table>/<svg> instead; ASCII art doesn't mirror
portal.html,304,19,P2,ascii-box-drawing,/* ── Upload Zone ────────────────────────────────────────────────────── */,render as <table>/<svg> instead; ASCII art doesn't mirror
portal.html,322,26,P2,ascii-box-drawing,/* ── Upload Form Fields ─────────────────────────────────────────────── */,render as <table>/<svg> instead; ASCII art doesn't mirror
portal.html,337,3,P1,padding-right,padding-right:32px;,padding-inline-end
portal.html,350,21,P2,ascii-box-drawing,/* ── Upload Result ──────────────────────────────────────────────────── */,render as <table>/<svg> instead; ASCII art doesn't mirror
portal.html,361,18,P2,ascii-box-drawing,/* ── QR Display ─────────────────────────────────────────────────────── */,render as <table>/<svg> instead; ASCII art doesn't mirror
portal.html,387,29,P2,ascii-box-drawing,/* ── QR Fullscreen Overlay ──────────────────────────────────────────── */,render as <table>/<svg> instead; ASCII art doesn't mirror
portal.html,425,30,P0,right-positioning,position:absolute;top:20px;right:20px;,inset-inline-end
portal.html,433,31,P2,ascii-box-drawing,/* ── Settings Config Display ────────────────────────────────────────── */,render as <table>/<svg> instead; ASCII art doesn't mirror
portal.html,447,19,P2,ascii-box-drawing,/* ── Empty State ────────────────────────────────────────────────────── */,render as <table>/<svg> instead; ASCII art doesn't mirror
portal.html,454,23,P2,ascii-box-drawing,/* ── Loading Spinner ────────────────────────────────────────────────── */,render as <table>/<svg> instead; ASCII art doesn't mirror
portal.html,463,13,P2,ascii-box-drawing,/* ── Toast ──────────────────────────────────────────────────────────── */,render as <table>/<svg> instead; ASCII art doesn't mirror
portal.html,465,27,P0,right-positioning,position:fixed;top:20px;right:20px;z-index:10000;,inset-inline-end
portal.html,468,13,P0,translateX-positive,"transform:translateX(120%);transition:transform .3s cubic-bezier(.4,0,.2,1);",translate with logical sign or use inset-inline-* 
portal.html,475,18,P2,ascii-box-drawing,/* ── Responsive ─────────────────────────────────────────────────────── */,render as <table>/<svg> instead; ASCII art doesn't mirror
portal.html,481,16,P1,padding-left,.app-content{padding-left:12px;padding-right:12px},padding-inline-start
portal.html,481,34,P1,padding-right,.app-content{padding-left:12px;padding-right:12px},padding-inline-end
portal.html,492,45,P2,ascii-box-drawing,/* ── Engagement: tabs / module marketplace ──────────────────────────── */,render as <table>/<svg> instead; ASCII art doesn't mirror
portal.html,544,30,P0,right-positioning,position:absolute;top:10px;right:10px;,inset-inline-end
portal.html,551,30,P0,right-positioning,position:absolute;top:10px;right:10px;,inset-inline-end
portal.html,576,13,P2,ascii-box-drawing,/* ── Modal ──────────────────────────────────────────────────────────── */,render as <table>/<svg> instead; ASCII art doesn't mirror
portal.html,612,27,P2,ascii-box-drawing,/* ── Recipes Marketplace ────────────────────────────────────────────── */,render as <table>/<svg> instead; ASCII art doesn't mirror
portal.html,737,4,P2,ascii-box-drawing,/* ─── Tutorial Engine ─────────────────────────────────────────── */,render as <table>/<svg> instead; ASCII art doesn't mirror
portal.html,737,24,P2,ascii-box-drawing,/* ─── Tutorial Engine ─────────────────────────────────────────── */,render as <table>/<svg> instead; ASCII art doesn't mirror
portal.html,807,26,P1,margin-left,#tut-tooltip .tut-exit { margin-left: auto; },margin-inline-start
portal.html,815,3,P1,border-right,border-right: none;,border-inline-end*
portal.html,820,54,P0,left-positioning,"#tut-tooltip[data-pos=""bottom""]::before { top: -8px; left: 30px; }",inset-inline-start
portal.html,821,54,P0,left-positioning,"#tut-tooltip[data-pos=""top""]::before { bottom: -8px; left: 30px; transform: rotate(135deg); }",inset-inline-start
portal.html,822,53,P0,left-positioning,"#tut-tooltip[data-pos=""right""]::before { top: 30px; left: -8px; transform: rotate(-135deg); }",inset-inline-start
portal.html,823,52,P0,right-positioning,"#tut-tooltip[data-pos=""left""]::before { top: 30px; right: -8px; transform: rotate(45deg); }",inset-inline-end
portal.html,826,4,P2,ascii-box-drawing,/* ═══════════════════ Conditions Builder ═══════════════════ */,render as <table>/<svg> instead; ASCII art doesn't mirror
portal.html,826,43,P2,ascii-box-drawing,/* ═══════════════════ Conditions Builder ═══════════════════ */,render as <table>/<svg> instead; ASCII art doesn't mirror
portal.html,893,3,P1,margin-right,margin-right: 6px;,margin-inline-end
portal.html,897,3,P0,flex-direction-row,flex-direction: row;,"consider row + dir-aware override, or use logical flex"
portal.html,961,3,P1,margin-left,margin-left: auto;,margin-inline-start
portal.html,988,3,P1,margin-right,margin-right: 6px;,margin-inline-end
portal.html,991,4,P2,ascii-box-drawing,/* ─── Analytics View ──────────────────────────────────────────────── */,render as <table>/<svg> instead; ASCII art doesn't mirror
portal.html,991,23,P2,ascii-box-drawing,/* ─── Analytics View ──────────────────────────────────────────────── */,render as <table>/<svg> instead; ASCII art doesn't mirror
portal.html,997,54,P1,text-align-left,".data-table th, .data-table td { padding: 10px 14px; text-align: left; border-bottom: 1px solid var(--border); font-size: 13px; }",text-align: start
portal.html,1014,49,P1,margin-left,.activity-list .blocked { color: var(--danger); margin-left: auto; },margin-inline-start
portal.html,1015,48,P1,margin-left,.activity-list .success { color: var(--green); margin-left: auto; },margin-inline-start
portal.html,1020,23,P2,ascii-box-drawing,/* ── Operations View ───────────────────────────────────────── */,render as <table>/<svg> instead; ASCII art doesn't mirror
portal.html,1041,40,P2,ascii-box-drawing,/* ── Rules editor + Voucher templates ─────────────────────────────────── */,render as <table>/<svg> instead; ASCII art doesn't mirror
portal.html,1062,23,P2,ascii-box-drawing,/* ── Monitoring view ──────────────────────────────────────────────────── */,render as <table>/<svg> instead; ASCII art doesn't mirror
portal.html,1067,98,P1,border-left,.mon-info { color: var(--text-dim); font-size: 13px; padding: 8px 12px; background: var(--card); border-left: 3px solid var(--green); border-radius: 4px; margin: 8px 0; },border-inline-start*
portal.html,1089,59,P1,margin-left,.tier-row code { font-size: 11px; color: var(--text-dim); margin-left: auto; },margin-inline-start
portal.html,1117,4,P2,ascii-box-drawing,/* ─── Redeem Center / 核销中心 ───────────────────────────────────────── */,render as <table>/<svg> instead; ASCII art doesn't mirror
portal.html,1117,29,P2,ascii-box-drawing,/* ─── Redeem Center / 核销中心 ───────────────────────────────────────── */,render as <table>/<svg> instead; ASCII art doesn't mirror
portal.html,1193,3,P1,text-align-left,text-align: left; padding: 10px 8px; color: var(--text-dim);,text-align: start
portal.html,1212,6,P2,ascii-box-drawing,<!-- ═══════════════════════════════════════════════════════════════════ -->,render as <table>/<svg> instead; ASCII art doesn't mirror
portal.html,1214,6,P2,ascii-box-drawing,<!-- ═══════════════════════════════════════════════════════════════════ -->,render as <table>/<svg> instead; ASCII art doesn't mirror
portal.html,1267,94,P2,directional-arrow-unicode,"<a href=""index.html"" style=""color:var(--text-dim);font-size:12px;text-decoration:none"">← 返回 KiX 首页</a>","use icon class with .kix-icon-directional, or pair → with ← per dir"
portal.html,1272,6,P2,ascii-box-drawing,<!-- ═══════════════════════════════════════════════════════════════════ -->,render as <table>/<svg> instead; ASCII art doesn't mirror
portal.html,1274,6,P2,ascii-box-drawing,<!-- ═══════════════════════════════════════════════════════════════════ -->,render as <table>/<svg> instead; ASCII art doesn't mirror
portal.html,1287,10,P2,ascii-box-drawing,<!-- ─── Dashboard ─────────────────────────────────────────── -->,render as <table>/<svg> instead; ASCII art doesn't mirror
portal.html,1287,24,P2,ascii-box-drawing,<!-- ─── Dashboard ─────────────────────────────────────────── -->,render as <table>/<svg> instead; ASCII art doesn't mirror
portal.html,1323,10,P2,ascii-box-drawing,<!-- ─── Games ─────────────────────────────────────────────── -->,render as <table>/<svg> instead; ASCII art doesn't mirror
portal.html,1323,20,P2,ascii-box-drawing,<!-- ─── Games ─────────────────────────────────────────────── -->,render as <table>/<svg> instead; ASCII art doesn't mirror
portal.html,1364,76,P2,directional-arrow-unicode,"<button class=""btn btn-sm btn-outline"" onclick=""backToStep1()"">← 重新描述</button>","use icon class with .kix-icon-directional, or pair → with ← per dir"
portal.html,1395,93,P2,directional-arrow-unicode,"<button class=""btn btn-green"" id=""play-now-btn"" onclick=""playGeneratedGame()"">▶ 立即玩 / Play Now</button>","use icon class with .kix-icon-directional, or pair → with ← per dir"
portal.html,1426,201,P2,directional-arrow-unicode,"<button class=""btn btn-outline"" style=""margin-top:8px"" onclick=""document.getElementById('route-b-section').style.display='none';document.getElementById('game-step-2').style.display='block'"">← 返回推荐列...","use icon class with .kix-icon-directional, or pair → with ← per dir"
portal.html,1431,10,P2,ascii-box-drawing,<!-- ─── Vouchers ──────────────────────────────────────────── -->,render as <table>/<svg> instead; ASCII art doesn't mirror
portal.html,1431,23,P2,ascii-box-drawing,<!-- ─── Vouchers ──────────────────────────────────────────── -->,render as <table>/<svg> instead; ASCII art doesn't mirror
portal.html,1475,10,P2,ascii-box-drawing,<!-- ─── QR Codes ──────────────────────────────────────────── -->,render as <table>/<svg> instead; ASCII art doesn't mirror
portal.html,1475,23,P2,ascii-box-drawing,<!-- ─── QR Codes ──────────────────────────────────────────── -->,render as <table>/<svg> instead; ASCII art doesn't mirror
portal.html,1506,10,P2,ascii-box-drawing,<!-- ─── Locations ─────────────────────────────────────────── -->,render as <table>/<svg> instead; ASCII art doesn't mirror
portal.html,1506,24,P2,ascii-box-drawing,<!-- ─── Locations ─────────────────────────────────────────── -->,render as <table>/<svg> instead; ASCII art doesn't mirror
portal.html,1514,87,P1,margin-left,"<button class=""btn btn-sm btn-outline"" onclick=""toggleAddLocation()"" style=""margin-left:auto"">+ Add / 添加</button>",margin-inline-start
portal.html,1552,10,P2,ascii-box-drawing,<!-- ─── Analytics / 数据分析 ────────────────────────────────── -->,render as <table>/<svg> instead; ASCII art doesn't mirror
portal.html,1552,31,P2,ascii-box-drawing,<!-- ─── Analytics / 数据分析 ────────────────────────────────── -->,render as <table>/<svg> instead; ASCII art doesn't mirror
portal.html,1555,10,P2,ascii-box-drawing,<!-- ─── Rules / 规则引擎 ────────────────────────────────────── -->,render as <table>/<svg> instead; ASCII art doesn't mirror
portal.html,1555,27,P2,ascii-box-drawing,<!-- ─── Rules / 规则引擎 ────────────────────────────────────── -->,render as <table>/<svg> instead; ASCII art doesn't mirror
portal.html,1558,10,P2,ascii-box-drawing,<!-- ─── Primitives / 原语管理 ──────────────────────────────── -->,render as <table>/<svg> instead; ASCII art doesn't mirror
portal.html,1558,32,P2,ascii-box-drawing,<!-- ─── Primitives / 原语管理 ──────────────────────────────── -->,render as <table>/<svg> instead; ASCII art doesn't mirror
portal.html,1561,10,P2,ascii-box-drawing,<!-- ─── Redeem Center / 核销中心 ──────────────────────────── -->,render as <table>/<svg> instead; ASCII art doesn't mirror
portal.html,1561,35,P2,ascii-box-drawing,<!-- ─── Redeem Center / 核销中心 ──────────────────────────── -->,render as <table>/<svg> instead; ASCII art doesn't mirror
portal.html,1623,10,P2,ascii-box-drawing,<!-- ─── Settings ──────────────────────────────────────────── -->,render as <table>/<svg> instead; ASCII art doesn't mirror
portal.html,1623,23,P2,ascii-box-drawing,<!-- ─── Settings ──────────────────────────────────────────── -->,render as <table>/<svg> instead; ASCII art doesn't mirror
portal.html,1633,10,P2,ascii-box-drawing,<!-- ─── Recipes / 配方市场 ─────────────────────────────────────── -->,render as <table>/<svg> instead; ASCII art doesn't mirror
portal.html,1633,29,P2,ascii-box-drawing,<!-- ─── Recipes / 配方市场 ─────────────────────────────────────── -->,render as <table>/<svg> instead; ASCII art doesn't mirror
portal.html,1710,10,P2,ascii-box-drawing,<!-- ─── Engagement / 互动配置 ──────────────────────────────────── -->,render as <table>/<svg> instead; ASCII art doesn't mirror
portal.html,1710,32,P2,ascii-box-drawing,<!-- ─── Engagement / 互动配置 ──────────────────────────────────── -->,render as <table>/<svg> instead; ASCII art doesn't mirror
portal.html,1845,4,P2,ascii-box-drawing,// ═══════════════════════════════════════════════════════════════════════,render as <table>/<svg> instead; ASCII art doesn't mirror
portal.html,1848,4,P2,ascii-box-drawing,// ═══════════════════════════════════════════════════════════════════════,render as <table>/<svg> instead; ASCII art doesn't mirror
portal.html,2336,4,P2,ascii-box-drawing,// ═══════════════════════════════════════════════════════════════════════,render as <table>/<svg> instead; ASCII art doesn't mirror
portal.html,2338,4,P2,ascii-box-drawing,// ═══════════════════════════════════════════════════════════════════════,render as <table>/<svg> instead; ASCII art doesn't mirror
portal.html,2354,4,P2,ascii-box-drawing,// ═══════════════════════════════════════════════════════════════════════,render as <table>/<svg> instead; ASCII art doesn't mirror
portal.html,2356,4,P2,ascii-box-drawing,// ═══════════════════════════════════════════════════════════════════════,render as <table>/<svg> instead; ASCII art doesn't mirror
portal.html,2384,4,P2,ascii-box-drawing,// ═══════════════════════════════════════════════════════════════════════,render as <table>/<svg> instead; ASCII art doesn't mirror
portal.html,2386,4,P2,ascii-box-drawing,// ═══════════════════════════════════════════════════════════════════════,render as <table>/<svg> instead; ASCII art doesn't mirror
portal.html,2510,4,P2,ascii-box-drawing,// ═══════════════════════════════════════════════════════════════════════,render as <table>/<svg> instead; ASCII art doesn't mirror
portal.html,2512,4,P2,ascii-box-drawing,// ═══════════════════════════════════════════════════════════════════════,render as <table>/<svg> instead; ASCII art doesn't mirror
portal.html,2559,4,P2,ascii-box-drawing,// ═══════════════════════════════════════════════════════════════════════,render as <table>/<svg> instead; ASCII art doesn't mirror
portal.html,2561,4,P2,ascii-box-drawing,// ═══════════════════════════════════════════════════════════════════════,render as <table>/<svg> instead; ASCII art doesn't mirror
portal.html,2625,4,P2,ascii-box-drawing,// ═══════════════════════════════════════════════════════════════════════,render as <table>/<svg> instead; ASCII art doesn't mirror
portal.html,2627,4,P2,ascii-box-drawing,// ═══════════════════════════════════════════════════════════════════════,render as <table>/<svg> instead; ASCII art doesn't mirror
portal.html,2755,4,P2,ascii-box-drawing,// ═══════════════════════════════════════════════════════════════════════,render as <table>/<svg> instead; ASCII art doesn't mirror
portal.html,2757,4,P2,ascii-box-drawing,// ═══════════════════════════════════════════════════════════════════════,render as <table>/<svg> instead; ASCII art doesn't mirror
portal.html,2926,4,P2,ascii-box-drawing,// ─── QR Fullscreen ───────────────────────────────────────────────,render as <table>/<svg> instead; ASCII art doesn't mirror
portal.html,2926,22,P2,ascii-box-drawing,// ─── QR Fullscreen ───────────────────────────────────────────────,render as <table>/<svg> instead; ASCII art doesn't mirror
portal.html,2958,4,P2,ascii-box-drawing,// ═══════════════════════════════════════════════════════════════════════,render as <table>/<svg> instead; ASCII art doesn't mirror
portal.html,2960,4,P2,ascii-box-drawing,// ═══════════════════════════════════════════════════════════════════════,render as <table>/<svg> instead; ASCII art doesn't mirror
portal.html,3046,4,P2,ascii-box-drawing,// ═══════════════════════════════════════════════════════════════════════,render as <table>/<svg> instead; ASCII art doesn't mirror
portal.html,3048,4,P2,ascii-box-drawing,// ═══════════════════════════════════════════════════════════════════════,render as <table>/<svg> instead; ASCII art doesn't mirror
portal.html,3148,4,P2,ascii-box-drawing,// ═══════════════════════════════════════════════════════════════════════,render as <table>/<svg> instead; ASCII art doesn't mirror
portal.html,3150,4,P2,ascii-box-drawing,// ═══════════════════════════════════════════════════════════════════════,render as <table>/<svg> instead; ASCII art doesn't mirror
portal.html,3158,46,P0,js-style-left,ta.value=url;ta.style.position='fixed';ta.style.left='-9999px';,use CSS class toggling inset-inline-start
